institution_name,term_year,term_semester,lead_source,stage,event_year,event_month,event_month_name,stage_count
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_starts,2026,1,Jan,9
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_starts,2026,2,Feb,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2020,4,Apr,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2020,10,Oct,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2020,11,Nov,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2021,2,Feb,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2021,8,Aug,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2021,9,Sep,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2021,10,Oct,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2021,11,Nov,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2021,12,Dec,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2022,5,May,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2023,1,Jan,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2023,2,Feb,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2023,9,Sep,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2023,10,Oct,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2023,11,Nov,6
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2023,12,Dec,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,1,Jan,5
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,2,Feb,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,5,May,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,7,Jul,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,9,Sep,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,10,Oct,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,11,Nov,11
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2024,12,Dec,3
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,1,Jan,4
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,2,Feb,4
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,3,Mar,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,4,Apr,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,5,May,10
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,6,Jun,9
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,7,Jul,21
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,8,Aug,71
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,9,Sep,112
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,10,Oct,227
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,11,Nov,281
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2025,12,Dec,137
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2026,1,Jan,126
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2026,2,Feb,73
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_starts,2026,3,Mar,16
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2018,10,Oct,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2018,11,Nov,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2019,2,Feb,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2019,6,Jun,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2019,7,Jul,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2019,9,Sep,5
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2019,10,Oct,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2019,11,Nov,4
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2019,12,Dec,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2020,1,Jan,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2020,2,Feb,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2020,4,Apr,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2020,7,Jul,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2020,9,Sep,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2020,10,Oct,6
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2020,11,Nov,4
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2021,1,Jan,4
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2021,3,Mar,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2021,4,Apr,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2021,9,Sep,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2021,10,Oct,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2021,11,Nov,4
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2021,12,Dec,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,1,Jan,6
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,2,Feb,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,3,Mar,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,4,Apr,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,5,May,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,6,Jun,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,8,Aug,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,9,Sep,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,10,Oct,5
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,11,Nov,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2022,12,Dec,7
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,1,Jan,8
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,2,Feb,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,3,Mar,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,6,Jun,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,8,Aug,9
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,9,Sep,15
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,10,Oct,84
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,11,Nov,186
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2023,12,Dec,128
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,1,Jan,264
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,2,Feb,158
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,3,Mar,76
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,4,Apr,71
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,5,May,54
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,6,Jun,46
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,7,Jul,35
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,8,Aug,25
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,9,Sep,10
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,10,Oct,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,11,Nov,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2024,12,Dec,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,1,Jan,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,2,Feb,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,4,Apr,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,5,May,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,7,Jul,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,10,Oct,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,11,Nov,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2025,12,Dec,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2026,2,Feb,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,app_submits,2026,3,Mar,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2018,11,Nov,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2018,12,Dec,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2019,1,Jan,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2019,2,Feb,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2019,3,Mar,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2019,10,Oct,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2019,11,Nov,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2019,12,Dec,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,1,Jan,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,2,Feb,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,3,Mar,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,5,May,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,8,Aug,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,10,Oct,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,11,Nov,4
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2020,12,Dec,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2021,1,Jan,5
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2021,2,Feb,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2021,3,Mar,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2021,5,May,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2021,7,Jul,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2021,12,Dec,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,1,Jan,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,2,Feb,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,6,Jun,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,8,Aug,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,9,Sep,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,10,Oct,6
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,11,Nov,6
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2022,12,Dec,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,1,Jan,7
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,2,Feb,5
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,3,Mar,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,4,Apr,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,7,Jul,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,8,Aug,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,9,Sep,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,10,Oct,5
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,11,Nov,20
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2023,12,Dec,9
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,1,Jan,11
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,2,Feb,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,3,Mar,5
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,4,Apr,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,5,May,5
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,6,Jun,9
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,7,Jul,14
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,8,Aug,37
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,9,Sep,76
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,10,Oct,215
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,11,Nov,316
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2024,12,Dec,145
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,1,Jan,175
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,2,Feb,133
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,3,Mar,78
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,4,Apr,64
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,5,May,33
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,6,Jun,32
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,7,Jul,30
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,8,Aug,22
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,9,Sep,10
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,10,Oct,4
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,11,Nov,6
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2025,12,Dec,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2026,1,Jan,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,app_submits,2026,2,Feb,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2020,4,Apr,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2020,10,Oct,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2020,11,Nov,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2021,2,Feb,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2021,10,Oct,3
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2021,11,Nov,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2021,12,Dec,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2022,8,Aug,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2023,1,Jan,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2023,2,Feb,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2023,10,Oct,3
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2023,11,Nov,6
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2023,12,Dec,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,1,Jan,4
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,2,Feb,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,5,May,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,7,Jul,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,8,Aug,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,9,Sep,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,10,Oct,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,11,Nov,8
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2024,12,Dec,3
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,1,Jan,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,2,Feb,6
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,3,Mar,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,4,Apr,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,5,May,4
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,6,Jun,6
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,7,Jul,19
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,8,Aug,45
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,9,Sep,102
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,10,Oct,199
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,11,Nov,300
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2025,12,Dec,141
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2026,1,Jan,129
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2026,2,Feb,82
Central Washington University,2026,Fall,Programmatic Display & Streaming,app_submits,2026,3,Mar,17
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2023,7,Jul,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2023,9,Sep,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2023,10,Oct,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,1,Jan,198
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,2,Feb,210
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,3,Mar,168
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,4,Apr,139
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,5,May,151
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,6,Jun,70
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,7,Jul,39
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,8,Aug,17
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,9,Sep,5
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,10,Oct,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,11,Nov,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2024,12,Dec,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2025,2,Feb,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2025,4,Apr,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2025,5,May,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2025,6,Jun,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2025,8,Aug,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2025,11,Nov,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2025,12,Dec,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2026,1,Jan,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,deposits,2026,2,Feb,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2023,9,Sep,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2023,10,Oct,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2023,11,Nov,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2023,12,Dec,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,1,Jan,4
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,2,Feb,4
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,4,Apr,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,5,May,4
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,6,Jun,5
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,7,Jul,7
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,8,Aug,12
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,9,Sep,27
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,10,Oct,59
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,11,Nov,102
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2024,12,Dec,158
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,1,Jan,165
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,2,Feb,205
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,3,Mar,184
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,4,Apr,160
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,5,May,72
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,6,Jun,29
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,7,Jul,37
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,8,Aug,36
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,9,Sep,16
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,10,Oct,1
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,11,Nov,3
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2025,12,Dec,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2026,1,Jan,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2026,2,Feb,2
Central Washington University,2025,Fall,Programmatic Display & Streaming,deposits,2026,3,Mar,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2023,12,Dec,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2024,1,Jan,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2024,10,Oct,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2024,11,Nov,3
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2024,12,Dec,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,1,Jan,3
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,2,Feb,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,3,Mar,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,4,Apr,2
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,5,May,1
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,7,Jul,12
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,8,Aug,14
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,9,Sep,53
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,10,Oct,111
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,11,Nov,148
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2025,12,Dec,153
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2026,1,Jan,178
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2026,2,Feb,204
Central Washington University,2026,Fall,Programmatic Display & Streaming,deposits,2026,3,Mar,134
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2018,8,Aug,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2018,9,Sep,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2018,10,Oct,7
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2018,11,Nov,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2018,12,Dec,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,3,Mar,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,5,May,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,6,Jun,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,8,Aug,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,9,Sep,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,10,Oct,6
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,11,Nov,7
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2019,12,Dec,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2020,1,Jan,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2020,2,Feb,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2020,6,Jun,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2020,9,Sep,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2020,10,Oct,3
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2020,12,Dec,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,2,Feb,8
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,5,May,1
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,7,Jul,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,8,Aug,5
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,9,Sep,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,10,Oct,4
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,11,Nov,21
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2021,12,Dec,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,1,Jan,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,2,Feb,8
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,3,Mar,9
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,4,Apr,4
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,5,May,5
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,6,Jun,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,7,Jul,19
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,8,Aug,2
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,9,Sep,9
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,10,Oct,22
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,11,Nov,9
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2022,12,Dec,14
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2023,1,Jan,16
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2023,2,Feb,11
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2023,3,Mar,27
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2023,4,Apr,15
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2023,5,May,16
Central Washington University,2024,Fall,Programmatic Display & Streaming,inquiries,2023,6,Jun,12
